CustomerID,FirstName,LastName,Email,SignupDate,TotalSpent
65,Bob,Brown,user65@example.com,2022-03-07,3701.03
66,David,Smith,user66@example.com,2022-03-08,1231.95
67,Alice,Brown,user67@example.com,2022-03-09,596.85
68,David,Smith,user68@example.com,2022-03-10,1805.38
69,Bob,Smith,user69@example.com,2022-03-11,1471.83
70,Bob,Smith,user70@example.com,2022-03-12,1516.73
71,Bob,Jones,user71@example.com,2022-03-13,1206.36
72,Alice,Jones,user72@example.com,2022-03-14,258.36
73,Bob,Brown,user73@example.com,2022-03-15,138.48
74,Alice,Smith,user74@example.com,2022-03-16,4939.23
75,Bob,Smith,user75@example.com,2022-03-17,2167.48
76,David,Jones,user76@example.com,2022-03-18,1952.42
77,David,Smith,user77@example.com,2022-03-19,3414.25
78,Carol,Jones,user78@example.com,2022-03-20,1130.36
79,David,Smith,user79@example.com,2022-03-21,4752.31
80,Carol,Brown,user80@example.com,2022-03-22,3942.41
81,David,Smith,user81@example.com,2022-03-23,492.58
82,Alice,Smith,user82@example.com,2022-03-24,2117.02
83,David,Taylor,user83@example.com,2022-03-25,4401.64
84,Carol,Jones,user84@example.com,2022-03-26,4726.42
85,Carol,Smith,user85@example.com,2022-03-27,2363.64
86,Bob,Smith,user86@example.com,2022-03-28,3086.39
87,Alice,Taylor,user87@example.com,2022-03-29,876.82
88,David,Taylor,user88@example.com,2022-03-30,4956.28
89,Bob,Jones,user89@example.com,2022-03-31,1196.77
90,David,Taylor,user90@example.com,2022-04-01,4716.52
91,David,Brown,user91@example.com,2022-04-02,3265.75
92,Bob,Taylor,user92@example.com,2022-04-03,3058.3
93,Bob,Brown,user93@example.com,2022-04-04,2587.81
94,Bob,Jones,user94@example.com,2022-04-05,1191.82
95,Bob,Jones,user95@example.com,2022-04-06,923.81
96,Bob,Jones,user96@example.com,2022-04-07,1141.41
97,David,Jones,user97@example.com,2022-04-08,972.87
98,Bob,Jones,user98@example.com,2022-04-09,3908.94
99,Alice,Brown,user99@example.com,2022-04-10,1783.12
100,Carol,Brown,user100@example.com,2022-04-11,336.32
101,Bob,Jones,user101@example.com,2022-04-12,4847.06
102,Bob,Taylor,user102@example.com,2022-04-13,4424.74
103,David,Smith,user103@example.com,2022-04-14,4642.37
104,Bob,Jones,user104@example.com,2022-04-15,4974.79
105,Bob,Taylor,user105@example.com,2022-04-16,910.78
106,Bob,Smith,user106@example.com,2022-04-17,2011.4
107,David,Jones,user107@example.com,2022-04-18,3803.28
108,Bob,Jones,user108@example.com,2022-04-19,3495.3
109,Carol,Brown,user109@example.com,2022-04-20,811.78
110,David,Smith,user110@example.com,2022-04-21,4088.37
111,Carol,Smith,user111@example.com,2022-04-22,1160.98
112,David,Taylor,user112@example.com,2022-04-23,1157.9
113,Bob,Brown,user113@example.com,2022-04-24,2708.02
114,Carol,Brown,user114@example.com,2022-04-25,2985.05
115,David,Brown,user115@example.com,2022-04-26,2921.43
116,Alice,Brown,user116@example.com,2022-04-27,502.86
117,Bob,Smith,user117@example.com,2022-04-28,4393.43
118,David,Smith,user118@example.com,2022-04-29,1364.72
119,Alice,Jones,user119@example.com,2022-04-30,691.1
120,David,Jones,user120@example.com,2022-05-01,4449.3
121,Alice,Brown,user121@example.com,2022-05-02,4780.47
122,Bob,Brown,user122@example.com,2022-05-03,4317.53
123,Carol,Brown,user123@example.com,2022-05-04,4057.1
124,Alice,Jones,user124@example.com,2022-05-05,3293.45
125,David,Taylor,user125@example.com,2022-05-06,2776.74
126,Bob,Taylor,user126@example.com,2022-05-07,480.58
127,Alice,Jones,user127@example.com,2022-05-08,2071.84
128,David,Jones,user128@example.com,2022-05-09,1894.81
129,David,Jones,user129@example.com,2022-05-10,1335.78
130,David,Jones,user130@example.com,2022-05-11,3630.93
131,Alice,Jones,user131@example.com,2022-05-12,2504.58
132,Alice,Jones,user132@example.com,2022-05-13,451.18
133,Alice,Brown,user133@example.com,2022-05-14,1139.91
134,Carol,Brown,user134@example.com,2022-05-15,3432.13
135,Alice,Brown,user135@example.com,2022-05-16,426.85
136,Alice,Brown,user136@example.com,2022-05-17,4263.47
137,Alice,Jones,user137@example.com,2022-05-18,2500.98
138,Carol,Taylor,user138@example.com,2022-05-19,2428.9
139,Alice,Smith,user139@example.com,2022-05-20,2982.42
140,David,Jones,user140@example.com,2022-05-21,4132.17
141,Alice,Smith,user141@example.com,2022-05-22,1771.66
142,David,Taylor,user142@example.com,2022-05-23,3406.18
143,David,Brown,user143@example.com,2022-05-24,2850.37
144,David,Taylor,user144@example.com,2022-05-25,1371.79
145,Carol,Jones,user145@example.com,2022-05-26,4399.22
146,Carol,Brown,user146@example.com,2022-05-27,3997.26
147,Carol,Jones,user147@example.com,2022-05-28,3309.34
148,Alice,Brown,user148@example.com,2022-05-29,4260.38
149,David,Smith,user149@example.com,2022-05-30,4343.11
150,Carol,Smith,user150@example.com,2022-05-31,3556.4
151,Carol,Smith,user151@example.com,2022-06-01,4193.22
152,Alice,Taylor,user152@example.com,2022-06-02,3502.48
153,Carol,Jones,user153@example.com,2022-06-03,3416.7
154,Alice,Taylor,user154@example.com,2022-06-04,3112.13
155,Bob,Smith,user155@example.com,2022-06-05,3775.95
156,Carol,Jones,user156@example.com,2022-06-06,835.1
157,Bob,Smith,user157@example.com,2022-06-07,4410.31
158,Alice,Taylor,user158@example.com,2022-06-08,4365.63
159,David,Taylor,user159@example.com,2022-06-09,194.77
160,Carol,Taylor,user160@example.com,2022-06-10,4137.79
161,Alice,Smith,user161@example.com,2022-06-11,687.91
162,David,Jones,user162@example.com,2022-06-12,1708.84
163,David,Jones,user163@example.com,2022-06-13,3730.37
164,Bob,Smith,user164@example.com,2022-06-14,845.76
165,Alice,Jones,user165@example.com,2022-06-15,4098.94
166,David,Smith,user166@example.com,2022-06-16,4169.06
167,Carol,Jones,user167@example.com,2022-06-17,2561.97
168,Carol,Brown,user168@example.com,2022-06-18,81.61
169,Bob,Brown,user169@example.com,2022-06-19,1470.84
170,David,Taylor,user170@example.com,2022-06-20,3103.79
171,Alice,Brown,user171@example.com,2022-06-21,4906.87
172,Carol,Brown,user172@example.com,2022-06-22,3177.48
173,David,Brown,user173@example.com,2022-06-23,1336.03
174,David,Smith,user174@example.com,2022-06-24,3188.33
175,Bob,Brown,user175@example.com,2022-06-25,2722.93
176,Carol,Brown,user176@example.com,2022-06-26,3910.23
177,Carol,Taylor,user177@example.com,2022-06-27,579.55
178,Alice,Brown,user178@example.com,2022-06-28,3817.09
179,Carol,Brown,user179@example.com,2022-06-29,2729.27
180,Alice,Jones,user180@example.com,2022-06-30,4816.81
181,Carol,Taylor,user181@example.com,2022-07-01,1742.27
182,Bob,Taylor,user182@example.com,2022-07-02,3181.48
183,Carol,Taylor,user183@example.com,2022-07-03,4663.54
184,Alice,Taylor,user184@example.com,2022-07-04,557.42
185,Alice,Taylor,user185@example.com,2022-07-05,4689.28
186,Bob,Taylor,user186@example.com,2022-07-06,3455.03
187,Carol,Smith,user187@example.com,2022-07-07,385.79
188,Carol,Brown,user188@example.com,2022-07-08,1539.77
189,Bob,Taylor,user189@example.com,2022-07-09,3555.45
190,Carol,Brown,user190@example.com,2022-07-10,383.39
191,Carol,Brown,user191@example.com,2022-07-11,2931.74
192,Alice,Smith,user192@example.com,2022-07-12,1762.12
193,Carol,Taylor,user193@example.com,2022-07-13,3123.53
194,Carol,Jones,user194@example.com,2022-07-14,276.42
195,Bob,Smith,user195@example.com,2022-07-15,4364.11
196,Bob,Jones,user196@example.com,2022-07-16,4868.77
197,David,Brown,user197@example.com,2022-07-17,4845.95
198,Alice,Brown,user198@example.com,2022-07-18,3760.78
199,Carol,Smith,user199@example.com,2022-07-19,693.93
200,Carol,Smith,user200@example.com,2022-07-20,3803.4
201,David,Jones,user201@example.com,2022-07-21,171.71
202,Carol,Taylor,user202@example.com,2022-07-22,159.51
203,Alice,Jones,user203@example.com,2022-07-23,1651.87
204,David,Smith,user204@example.com,2022-07-24,2468.78
205,Alice,Jones,user205@example.com,2022-07-25,3863.52
206,David,Smith,user206@example.com,2022-07-26,3432.31
207,David,Jones,user207@example.com,2022-07-27,2257.22
208,Bob,Smith,user208@example.com,2022-07-28,1404.45
209,Alice,Smith,user209@example.com,2022-07-29,4985.77
210,Carol,Smith,user210@example.com,2022-07-30,2159.6
211,Carol,Taylor,user211@example.com,2022-07-31,2284.37
212,Alice,Jones,user212@example.com,2022-08-01,859.94
213,Carol,Jones,user213@example.com,2022-08-02,3984.31
214,Carol,Jones,user214@example.com,2022-08-03,3483.73
215,Alice,Smith,user215@example.com,2022-08-04,1142.81
216,David,Jones,user216@example.com,2022-08-05,457.79
217,Alice,Jones,user217@example.com,2022-08-06,3418.47
218,David,Smith,user218@example.com,2022-08-07,3289.83
219,Carol,Brown,user219@example.com,2022-08-08,1402.63
220,Carol,Smith,user220@example.com,2022-08-09,4756.77
221,Carol,Jones,user221@example.com,2022-08-10,797.74
222,Bob,Smith,user222@example.com,2022-08-11,2190.06
223,David,Brown,user223@example.com,2022-08-12,4720.9
224,Bob,Smith,user224@example.com,2022-08-13,2127.65
225,Bob,Jones,user225@example.com,2022-08-14,3210.7
226,Alice,Brown,user226@example.com,2022-08-15,2018.09
227,Bob,Taylor,user227@example.com,2022-08-16,1407.37
228,Alice,Jones,user228@example.com,2022-08-17,4920.69
229,Alice,Brown,user229@example.com,2022-08-18,2076.2
230,Bob,Brown,user230@example.com,2022-08-19,4475.79
231,David,Taylor,user231@example.com,2022-08-20,1188.28
232,David,Smith,user232@example.com,2022-08-21,1104.87
233,David,Smith,user233@example.com,2022-08-22,204.11
234,David,Jones,user234@example.com,2022-08-23,3275.75
235,David,Taylor,user235@example.com,2022-08-24,1874.21
236,Bob,Smith,user236@example.com,2022-08-25,4328.57
237,Bob,Taylor,user237@example.com,2022-08-26,2392.39
238,Carol,Smith,user238@example.com,2022-08-27,4842.56
239,David,Brown,user239@example.com,2022-08-28,968.35
240,Bob,Smith,user240@example.com,2022-08-29,4349.68
241,Carol,Taylor,user241@example.com,2022-08-30,3894.15
242,David,Brown,user242@example.com,2022-08-31,3866.06
243,Alice,Brown,user243@example.com,2022-09-01,4231.68
244,Carol,Brown,user244@example.com,2022-09-02,3817.07
245,Bob,Taylor,user245@example.com,2022-09-03,3149.79
246,Alice,Jones,user246@example.com,2022-09-04,699.66
247,Alice,Jones,user247@example.com,2022-09-05,211.0
248,Alice,Jones,user248@example.com,2022-09-06,4608.2
249,Carol,Taylor,user249@example.com,2022-09-07,3102.42
250,Bob,Brown,user250@example.com,2022-09-08,3992.86
251,Alice,Jones,user251@example.com,2022-09-09,2433.54
252,David,Taylor,user252@example.com,2022-09-10,630.68
253,Alice,Jones,user253@example.com,2022-09-11,669.67
254,Alice,Smith,user254@example.com,2022-09-12,3443.55
255,Carol,Jones,user255@example.com,2022-09-13,2180.01
256,Carol,Jones,user256@example.com,2022-09-14,1042.6
257,Bob,Brown,user257@example.com,2022-09-15,2483.39
258,David,Taylor,user258@example.com,2022-09-16,367.83
259,Carol,Brown,user259@example.com,2022-09-17,2930.76
260,Alice,Brown,user260@example.com,2022-09-18,1381.52
261,Bob,Brown,user261@example.com,2022-09-19,3997.92
262,Alice,Brown,user262@example.com,2022-09-20,1586.29
263,Alice,Brown,user263@example.com,2022-09-21,2303.34
264,Carol,Jones,user264@example.com,2022-09-22,107.52
265,Bob,Brown,user265@example.com,2022-09-23,408.61
266,David,Brown,user266@example.com,2022-09-24,1992.84
267,David,Taylor,user267@example.com,2022-09-25,2425.7
268,Carol,Smith,user268@example.com,2022-09-26,3020.1
269,Carol,Jones,user269@example.com,2022-09-27,1493.73
270,Bob,Jones,user270@example.com,2022-09-28,3490.16
271,David,Jones,user271@example.com,2022-09-29,4307.61
272,David,Brown,user272@example.com,2022-09-30,3910.26
273,David,Brown,user273@example.com,2022-10-01,246.11
274,Alice,Brown,user274@example.com,2022-10-02,2428.51
275,David,Taylor,user275@example.com,2022-10-03,569.4
276,Alice,Smith,user276@example.com,2022-10-04,1248.12
277,Bob,Brown,user277@example.com,2022-10-05,4933.98
278,Alice,Smith,user278@example.com,2022-10-06,755.35
279,Bob,Taylor,user279@example.com,2022-10-07,2519.5
280,David,Jones,user280@example.com,2022-10-08,3109.87
281,David,Brown,user281@example.com,2022-10-09,3527.2
282,Bob,Smith,user282@example.com,2022-10-10,2820.26
283,Carol,Smith,user283@example.com,2022-10-11,98.37
284,Bob,Brown,user284@example.com,2022-10-12,1665.98
285,Carol,Jones,user285@example.com,2022-10-13,2612.67
286,Alice,Jones,user286@example.com,2022-10-14,484.94
287,Alice,Jones,user287@example.com,2022-10-15,1785.6
288,Alice,Taylor,user288@example.com,2022-10-16,214.36
289,David,Smith,user289@example.com,2022-10-17,438.96
290,Alice,Smith,user290@example.com,2022-10-18,2014.77
291,Carol,Smith,user291@example.com,2022-10-19,706.94
292,Alice,Taylor,user292@example.com,2022-10-20,2859.33
293,Bob,Smith,user293@example.com,2022-10-21,3462.85
294,Bob,Taylor,user294@example.com,2022-10-22,4012.9
295,David,Jones,user295@example.com,2022-10-23,1040.74
296,Bob,Brown,user296@example.com,2022-10-24,879.04
297,Carol,Smith,user297@example.com,2022-10-25,567.61
298,Alice,Smith,user298@example.com,2022-10-26,3200.33
299,David,Jones,user299@example.com,2022-10-27,3547.05
300,Alice,Brown,user300@example.com,2022-10-28,206.35
301,Alice,Taylor,user301@example.com,2022-10-29,4684.25
302,Carol,Brown,user302@example.com,2022-10-30,307.26
303,Bob,Jones,user303@example.com,2022-10-31,2729.42
304,Bob,Jones,user304@example.com,2022-11-01,3559.85
305,Alice,Brown,user305@example.com,2022-11-02,4361.3
306,David,Taylor,user306@example.com,2022-11-03,3584.73
307,Bob,Taylor,user307@example.com,2022-11-04,4018.55
308,David,Smith,user308@example.com,2022-11-05,1730.28
309,Bob,Taylor,user309@example.com,2022-11-06,4083.38
310,David,Brown,user310@example.com,2022-11-07,446.57
311,Carol,Jones,user311@example.com,2022-11-08,4479.34
312,David,Smith,user312@example.com,2022-11-09,2760.58
313,Carol,Smith,user313@example.com,2022-11-10,4095.62
314,Carol,Jones,user314@example.com,2022-11-11,2288.98
315,David,Taylor,user315@example.com,2022-11-12,3235.71
316,Carol,Jones,user316@example.com,2022-11-13,2655.69
317,Alice,Taylor,user317@example.com,2022-11-14,3671.37
318,Carol,Jones,user318@example.com,2022-11-15,454.07
319,Bob,Brown,user319@example.com,2022-11-16,348.74
320,David,Taylor,user320@example.com,2022-11-17,1273.16
321,Alice,Brown,user321@example.com,2022-11-18,839.75
322,David,Smith,user322@example.com,2022-11-19,4365.33
323,Bob,Jones,user323@example.com,2022-11-20,1135.11
324,Bob,Smith,user324@example.com,2022-11-21,4880.53
325,Bob,Smith,user325@example.com,2022-11-22,1717.63
326,Carol,Smith,user326@example.com,2022-11-23,951.48
327,Carol,Smith,user327@example.com,2022-11-24,3959.01
328,David,Jones,user328@example.com,2022-11-25,3310.6
329,David,Smith,user329@example.com,2022-11-26,2516.07
330,Alice,Jones,user330@example.com,2022-11-27,2799.05
331,Alice,Jones,user331@example.com,2022-11-28,3610.05
332,David,Brown,user332@example.com,2022-11-29,1180.85
333,Carol,Taylor,user333@example.com,2022-11-30,4981.85
334,Bob,Taylor,user334@example.com,2022-12-01,4875.23
335,David,Jones,user335@example.com,2022-12-02,3269.11
336,Alice,Brown,user336@example.com,2022-12-03,1037.74
337,Carol,Jones,user337@example.com,2022-12-04,3417.13
338,David,Jones,user338@example.com,2022-12-05,407.38
339,David,Jones,user339@example.com,2022-12-06,201.73
340,Carol,Brown,user340@example.com,2022-12-07,1325.53
341,David,Taylor,user341@example.com,2022-12-08,2339.98
342,Carol,Brown,user342@example.com,2022-12-09,4347.95
343,Bob,Smith,user343@example.com,2022-12-10,3649.49
344,Carol,Brown,user344@example.com,2022-12-11,3726.4
345,Carol,Brown,user345@example.com,2022-12-12,2156.19
346,Carol,Brown,user346@example.com,2022-12-13,1762.38
347,David,Brown,user347@example.com,2022-12-14,1886.64
348,David,Taylor,user348@example.com,2022-12-15,4938.87
349,Carol,Smith,user349@example.com,2022-12-16,248.54
350,David,Taylor,user350@example.com,2022-12-17,4341.81
351,Alice,Taylor,user351@example.com,2022-12-18,2914.44
352,Alice,Brown,user352@example.com,2022-12-19,2221.15
353,David,Jones,user353@example.com,2022-12-20,3640.03
354,David,Jones,user354@example.com,2022-12-21,2459.01
355,Carol,Taylor,user355@example.com,2022-12-22,4373.45
356,Bob,Taylor,user356@example.com,2022-12-23,4508.47
357,David,Brown,user357@example.com,2022-12-24,2137.52
358,Alice,Taylor,user358@example.com,2022-12-25,1420.3
359,Carol,Brown,user359@example.com,2022-12-26,2982.13
360,David,Jones,user360@example.com,2022-12-27,4566.2
361,Alice,Jones,user361@example.com,2022-12-28,1092.78
362,Alice,Smith,user362@example.com,2022-12-29,3133.68
363,Bob,Jones,user363@example.com,2022-12-30,3176.22
364,Carol,Taylor,user364@example.com,2022-12-31,3678.91
365,Carol,Jones,user365@example.com,2023-01-01,701.26
366,Bob,Brown,user366@example.com,2023-01-02,3593.33
367,Bob,Jones,user367@example.com,2023-01-03,4549.71
368,Carol,Smith,user368@example.com,2023-01-04,939.43
369,Carol,Jones,user369@example.com,2023-01-05,1225.84
370,David,Brown,user370@example.com,2023-01-06,4858.41
371,David,Brown,user371@example.com,2023-01-07,945.84
372,Bob,Taylor,user372@example.com,2023-01-08,4279.21
373,David,Jones,user373@example.com,2023-01-09,2486.78
374,Alice,Brown,user374@example.com,2023-01-10,1273.79
375,David,Smith,user375@example.com,2023-01-11,4360.21
376,David,Taylor,user376@example.com,2023-01-12,2254.26
377,Alice,Smith,user377@example.com,2023-01-13,2598.35
378,Bob,Jones,user378@example.com,2023-01-14,1828.21
379,Alice,Jones,user379@example.com,2023-01-15,2985.11
380,David,Jones,user380@example.com,2023-01-16,859.44
381,Bob,Taylor,user381@example.com,2023-01-17,1985.85
382,David,Brown,user382@example.com,2023-01-18,4848.59
383,Alice,Taylor,user383@example.com,2023-01-19,1327.76
384,Alice,Smith,user384@example.com,2023-01-20,3300.85
385,David,Taylor,user385@example.com,2023-01-21,1659.69
386,Carol,Smith,user386@example.com,2023-01-22,3878.69
387,Carol,Taylor,user387@example.com,2023-01-23,697.82
388,Alice,Brown,user388@example.com,2023-01-24,4850.61
389,Alice,Smith,user389@example.com,2023-01-25,2296.26
390,Carol,Jones,user390@example.com,2023-01-26,1218.45
391,Carol,Jones,user391@example.com,2023-01-27,413.81
392,David,Taylor,user392@example.com,2023-01-28,890.3
393,David,Jones,user393@example.com,2023-01-29,2622.88
394,Carol,Smith,user394@example.com,2023-01-30,1718.17
395,David,Jones,user395@example.com,2023-01-31,4152.97
396,David,Brown,user396@example.com,2023-02-01,2182.89
397,Bob,Brown,user397@example.com,2023-02-02,1281.14
398,David,Taylor,user398@example.com,2023-02-03,3104.87
399,Alice,Smith,user399@example.com,2023-02-04,3548.55
400,David,Brown,user400@example.com,2023-02-05,876.86
401,David,Brown,user401@example.com,2023-02-06,879.72
402,Carol,Smith,user402@example.com,2023-02-07,231.52
403,Alice,Jones,user403@example.com,2023-02-08,3695.19
404,David,Jones,user404@example.com,2023-02-09,3335.83
405,David,Taylor,user405@example.com,2023-02-10,2399.42
406,Bob,Jones,user406@example.com,2023-02-11,4228.64
407,David,Smith,user407@example.com,2023-02-12,4038.07
408,David,Brown,user408@example.com,2023-02-13,2947.5
409,Bob,Jones,user409@example.com,2023-02-14,4347.94
410,Carol,Taylor,user410@example.com,2023-02-15,1068.91
411,David,Jones,user411@example.com,2023-02-16,604.0
412,Bob,Smith,user412@example.com,2023-02-17,1385.26
413,Alice,Taylor,user413@example.com,2023-02-18,332.58
414,Carol,Jones,user414@example.com,2023-02-19,2679.29
415,Alice,Taylor,user415@example.com,2023-02-20,4686.2
416,Alice,Smith,user416@example.com,2023-02-21,244.75
417,Bob,Brown,user417@example.com,2023-02-22,654.44
418,David,Smith,user418@example.com,2023-02-23,2288.39
419,Bob,Smith,user419@example.com,2023-02-24,4672.68
420,Bob,Smith,user420@example.com,2023-02-25,1614.97
421,Bob,Smith,user421@example.com,2023-02-26,2560.81
422,Bob,Brown,user422@example.com,2023-02-27,255.79
423,Carol,Brown,user423@example.com,2023-02-28,784.3
424,David,Taylor,user424@example.com,2023-03-01,4933.82
425,Alice,Jones,user425@example.com,2023-03-02,4827.34
426,Alice,Brown,user426@example.com,2023-03-03,74.45
427,David,Brown,user427@example.com,2023-03-04,4761.47
428,Alice,Jones,user428@example.com,2023-03-05,3213.64
429,David,Brown,user429@example.com,2023-03-06,4346.2
430,Alice,Smith,user430@example.com,2023-03-07,2300.96
431,Bob,Smith,user431@example.com,2023-03-08,2602.2
432,Alice,Jones,user432@example.com,2023-03-09,2469.79
433,David,Taylor,user433@example.com,2023-03-10,3350.98
434,David,Taylor,user434@example.com,2023-03-11,741.27
435,David,Jones,user435@example.com,2023-03-12,198.37
436,David,Jones,user436@example.com,2023-03-13,1574.25
437,David,Smith,user437@example.com,2023-03-14,3538.17
438,Carol,Taylor,user438@example.com,2023-03-15,1049.17
439,Carol,Brown,user439@example.com,2023-03-16,3383.49
440,Alice,Smith,user440@example.com,2023-03-17,4851.06
441,David,Jones,user441@example.com,2023-03-18,514.81
442,Alice,Taylor,user442@example.com,2023-03-19,3379.38
443,David,Brown,user443@example.com,2023-03-20,2246.56
444,David,Brown,user444@example.com,2023-03-21,4347.3
445,Carol,Smith,user445@example.com,2023-03-22,926.89
446,Carol,Taylor,user446@example.com,2023-03-23,3478.5
447,Bob,Taylor,user447@example.com,2023-03-24,4198.67
448,Carol,Jones,user448@example.com,2023-03-25,4725.84
449,Bob,Taylor,user449@example.com,2023-03-26,3432.08
450,Bob,Taylor,user450@example.com,2023-03-27,2511.02
451,Bob,Smith,user451@example.com,2023-03-28,3108.34
452,Bob,Taylor,user452@example.com,2023-03-29,4351.08
453,Bob,Brown,user453@example.com,2023-03-30,2874.52
454,Alice,Smith,user454@example.com,2023-03-31,200.42
455,Carol,Smith,user455@example.com,2023-04-01,4658.2
456,Bob,Jones,user456@example.com,2023-04-02,3463.16
457,David,Taylor,user457@example.com,2023-04-03,3398.74
458,Carol,Jones,user458@example.com,2023-04-04,1117.59
459,Carol,Brown,user459@example.com,2023-04-05,3311.48
460,Bob,Smith,user460@example.com,2023-04-06,1999.63
461,Alice,Smith,user461@example.com,2023-04-07,3273.6
462,Bob,Smith,user462@example.com,2023-04-08,577.64
463,Alice,Brown,user463@example.com,2023-04-09,3306.33
464,David,Brown,user464@example.com,2023-04-10,4997.1
465,Carol,Jones,user465@example.com,2023-04-11,288.65
466,David,Jones,user466@example.com,2023-04-12,4887.01
467,Alice,Jones,user467@example.com,2023-04-13,2064.19
468,Alice,Taylor,user468@example.com,2023-04-14,4360.23
469,David,Smith,user469@example.com,2023-04-15,3922.81
470,Alice,Smith,user470@example.com,2023-04-16,2856.73
471,David,Jones,user471@example.com,2023-04-17,3705.32
472,Carol,Smith,user472@example.com,2023-04-18,4398.65
473,David,Jones,user473@example.com,2023-04-19,2050.49
474,Carol,Taylor,user474@example.com,2023-04-20,1668.81
475,David,Taylor,user475@example.com,2023-04-21,3354.59
476,Alice,Brown,user476@example.com,2023-04-22,4048.84
477,David,Taylor,user477@example.com,2023-04-23,3823.31
478,Alice,Jones,user478@example.com,2023-04-24,3999.18
479,David,Taylor,user479@example.com,2023-04-25,2206.14
480,David,Brown,user480@example.com,2023-04-26,4098.28
481,Bob,Smith,user481@example.com,2023-04-27,645.03
482,Alice,Jones,user482@example.com,2023-04-28,2745.22
483,Bob,Smith,user483@example.com,2023-04-29,78.51
484,Alice,Brown,user484@example.com,2023-04-30,1656.7
485,Bob,Brown,user485@example.com,2023-05-01,1863.98
486,Carol,Brown,user486@example.com,2023-05-02,2011.05
487,David,Smith,user487@example.com,2023-05-03,3492.56
488,Alice,Smith,user488@example.com,2023-05-04,1973.36
489,Alice,Smith,user489@example.com,2023-05-05,2271.03
