Cust_ID,FName,LName,UserEmail,JoinDate,AmountSpent
1907,Frank,Black,customer69@test.com,2023-03-11,1367.43
1444,Heidi,Gray,customer70@test.com,2023-03-12,2289.72
1424,Eve,Green,customer71@test.com,2023-03-13,386.75
1160,Eve,Gray,customer72@test.com,2023-03-14,597.29
1177,Heidi,Gray,customer73@test.com,2023-03-15,2854.82
1628,Frank,Green,customer74@test.com,2023-03-16,534.72
1707,Eve,Green,customer75@test.com,2023-03-17,1707.5
1894,Eve,Green,customer76@test.com,2023-03-18,1742.15
1489,Grace,Green,customer77@test.com,2023-03-19,1473.98
1326,Grace,Black,customer78@test.com,2023-03-20,1937.79
1597,Frank,Black,customer79@test.com,2023-03-21,697.18
1288,Heidi,Black,customer80@test.com,2023-03-22,1662.46
1592,Frank,Black,customer81@test.com,2023-03-23,1122.8
1663,Heidi,White,customer82@test.com,2023-03-24,1988.39
1572,Eve,Black,customer83@test.com,2023-03-25,432.26
1572,Grace,Green,customer84@test.com,2023-03-26,1716.92
1353,Frank,Gray,customer85@test.com,2023-03-27,563.96
1027,Frank,Black,customer86@test.com,2023-03-28,843.14
1953,Heidi,White,customer87@test.com,2023-03-29,663.94
1042,Heidi,Green,customer88@test.com,2023-03-30,556.68
1680,Frank,Gray,customer89@test.com,2023-03-31,2478.88
1422,Heidi,Gray,customer90@test.com,2023-04-01,864.27
1597,Frank,Black,customer91@test.com,2023-04-02,2782.1
1176,Frank,Gray,customer92@test.com,2023-04-03,2910.08
1528,Frank,Black,customer93@test.com,2023-04-04,1718.07
1609,Eve,Black,customer94@test.com,2023-04-05,437.57
1965,Heidi,Green,customer95@test.com,2023-04-06,1129.9
1493,Grace,Green,customer96@test.com,2023-04-07,2395.22
1197,Grace,White,customer97@test.com,2023-04-08,1108.5
1609,Heidi,Green,customer98@test.com,2023-04-09,270.18
1576,Frank,Green,customer99@test.com,2023-04-10,1674.79
1841,Grace,Black,customer100@test.com,2023-04-11,2536.91
1852,Grace,Green,customer101@test.com,2023-04-12,2389.82
1516,Heidi,Black,customer102@test.com,2023-04-13,533.62
1513,Grace,Black,customer103@test.com,2023-04-14,2021.57
1021,Frank,Green,customer104@test.com,2023-04-15,669.31
1111,Heidi,White,customer105@test.com,2023-04-16,662.44
1056,Frank,White,customer106@test.com,2023-04-17,2623.47
1065,Grace,Gray,customer107@test.com,2023-04-18,756.51
1841,Grace,Gray,customer108@test.com,2023-04-19,797.11
1097,Frank,Green,customer109@test.com,2023-04-20,11.95
1143,Eve,White,customer110@test.com,2023-04-21,2613.3
1879,Grace,Black,customer111@test.com,2023-04-22,2379.86
1434,Eve,Gray,customer112@test.com,2023-04-23,1885.71
1636,Grace,Black,customer113@test.com,2023-04-24,2253.29
1678,Eve,Gray,customer114@test.com,2023-04-25,464.63
1085,Eve,Green,customer115@test.com,2023-04-26,1380.39
1587,Eve,White,customer116@test.com,2023-04-27,1060.15
1343,Frank,Gray,customer117@test.com,2023-04-28,290.39
1935,Eve,White,customer118@test.com,2023-04-29,1463.53
1293,Eve,Black,customer119@test.com,2023-04-30,2763.01
1955,Eve,Green,customer120@test.com,2023-05-01,129.78
1570,Grace,White,customer121@test.com,2023-05-02,881.47
1649,Eve,Green,customer122@test.com,2023-05-03,630.55
1610,Grace,White,customer123@test.com,2023-05-04,722.06
1703,Eve,Black,customer124@test.com,2023-05-05,2726.22
1242,Eve,Black,customer125@test.com,2023-05-06,1409.53
1830,Frank,Green,customer126@test.com,2023-05-07,1404.24
1560,Grace,Black,customer127@test.com,2023-05-08,2284.12
1959,Eve,Gray,customer128@test.com,2023-05-09,471.93
1031,Grace,White,customer129@test.com,2023-05-10,1466.92
1390,Grace,Black,customer130@test.com,2023-05-11,1295.66
1276,Heidi,Gray,customer131@test.com,2023-05-12,1794.76
1531,Frank,Green,customer132@test.com,2023-05-13,2998.68
1153,Frank,Gray,customer133@test.com,2023-05-14,2310.65
1382,Frank,Green,customer134@test.com,2023-05-15,1199.62
1067,Heidi,Green,customer135@test.com,2023-05-16,2484.38
1877,Heidi,White,customer136@test.com,2023-05-17,520.42
1883,Frank,White,customer137@test.com,2023-05-18,101.09
1213,Heidi,Gray,customer138@test.com,2023-05-19,621.3
1654,Heidi,White,customer139@test.com,2023-05-20,1027.83
1375,Heidi,White,customer140@test.com,2023-05-21,1536.64
1743,Frank,White,customer141@test.com,2023-05-22,1849.24
1212,Frank,Gray,customer142@test.com,2023-05-23,2732.71
1078,Frank,Black,customer143@test.com,2023-05-24,1534.46
1725,Heidi,White,customer144@test.com,2023-05-25,1508.81
1627,Frank,White,customer145@test.com,2023-05-26,160.23
1603,Heidi,Gray,customer146@test.com,2023-05-27,114.39
1781,Eve,Black,customer147@test.com,2023-05-28,1657.97
1922,Heidi,White,customer148@test.com,2023-05-29,1320.15
1380,Grace,Green,customer149@test.com,2023-05-30,2519.15
1679,Frank,Gray,customer150@test.com,2023-05-31,490.43
1057,Frank,White,customer151@test.com,2023-06-01,84.67
1795,Grace,White,customer152@test.com,2023-06-02,1352.63
1025,Heidi,Green,customer153@test.com,2023-06-03,720.06
1880,Eve,Green,customer154@test.com,2023-06-04,158.35
1446,Grace,Gray,customer155@test.com,2023-06-05,2176.55
1065,Grace,Gray,customer156@test.com,2023-06-06,343.66
1920,Heidi,Green,customer157@test.com,2023-06-07,1828.88
1759,Frank,Gray,customer158@test.com,2023-06-08,850.34
1253,Heidi,Green,customer159@test.com,2023-06-09,528.75
1898,Grace,White,customer160@test.com,2023-06-10,1145.46
1967,Grace,Green,customer161@test.com,2023-06-11,2406.32
1043,Frank,Green,customer162@test.com,2023-06-12,1182.36
1096,Frank,Black,customer163@test.com,2023-06-13,2254.8
1553,Frank,Green,customer164@test.com,2023-06-14,385.2
1226,Heidi,Green,customer165@test.com,2023-06-15,2320.59
1773,Frank,Black,customer166@test.com,2023-06-16,718.43
1678,Grace,Gray,customer167@test.com,2023-06-17,2035.41
1435,Grace,Black,customer168@test.com,2023-06-18,1701.69
1790,Eve,White,customer169@test.com,2023-06-19,2788.14
1600,Heidi,Black,customer170@test.com,2023-06-20,1168.09
1378,Eve,White,customer171@test.com,2023-06-21,207.83
1177,Grace,Gray,customer172@test.com,2023-06-22,67.27
1426,Eve,Black,customer173@test.com,2023-06-23,2482.31
1914,Grace,Black,customer174@test.com,2023-06-24,1578.96
1708,Eve,Gray,customer175@test.com,2023-06-25,2327.98
1306,Frank,White,customer176@test.com,2023-06-26,710.93
1778,Eve,Black,customer177@test.com,2023-06-27,1041.8
1503,Frank,White,customer178@test.com,2023-06-28,100.01
1267,Frank,Black,customer179@test.com,2023-06-29,2884.86
1585,Heidi,Green,customer180@test.com,2023-06-30,2006.93
1007,Frank,Black,customer181@test.com,2023-07-01,2800.28
1919,Frank,Gray,customer182@test.com,2023-07-02,803.83
1507,Eve,Gray,customer183@test.com,2023-07-03,1838.28
1475,Grace,White,customer184@test.com,2023-07-04,2038.71
1296,Heidi,Black,customer185@test.com,2023-07-05,959.47
1163,Frank,White,customer186@test.com,2023-07-06,2545.85
1484,Heidi,White,customer187@test.com,2023-07-07,2842.01
1596,Eve,Green,customer188@test.com,2023-07-08,2655.72
1071,Frank,Green,customer189@test.com,2023-07-09,2219.81
1566,Eve,Gray,customer190@test.com,2023-07-10,839.62
1904,Heidi,White,customer191@test.com,2023-07-11,852.03
1558,Eve,Gray,customer192@test.com,2023-07-12,2890.45
1910,Heidi,Black,customer193@test.com,2023-07-13,40.75
1943,Eve,White,customer194@test.com,2023-07-14,2150.99
1237,Heidi,White,customer195@test.com,2023-07-15,2121.68
1103,Grace,Black,customer196@test.com,2023-07-16,1871.84
1209,Eve,Black,customer197@test.com,2023-07-17,2970.43
1553,Eve,Gray,customer198@test.com,2023-07-18,942.52
1827,Grace,Gray,customer199@test.com,2023-07-19,1026.52
1467,Grace,Black,customer200@test.com,2023-07-20,246.03
1453,Eve,Gray,customer201@test.com,2023-07-21,1333.97
1267,Grace,Black,customer202@test.com,2023-07-22,790.54
1385,Frank,White,customer203@test.com,2023-07-23,1036.73
1774,Heidi,White,customer204@test.com,2023-07-24,2505.37
1847,Heidi,Green,customer205@test.com,2023-07-25,2807.1
1386,Heidi,White,customer206@test.com,2023-07-26,565.34
1876,Frank,Black,customer207@test.com,2023-07-27,1123.8
1258,Grace,Gray,customer208@test.com,2023-07-28,2786.61
1282,Grace,Green,customer209@test.com,2023-07-29,194.81
1625,Eve,Gray,customer210@test.com,2023-07-30,286.16
1874,Grace,Black,customer211@test.com,2023-07-31,496.75
1039,Eve,White,customer212@test.com,2023-08-01,1789.69
1485,Frank,Green,customer213@test.com,2023-08-02,459.91
1928,Heidi,Black,customer214@test.com,2023-08-03,2904.55
1219,Heidi,Green,customer215@test.com,2023-08-04,1345.68
1128,Heidi,Green,customer216@test.com,2023-08-05,1509.54
1519,Grace,White,customer217@test.com,2023-08-06,747.51
1612,Eve,Black,customer218@test.com,2023-08-07,1418.17
1927,Eve,Gray,customer219@test.com,2023-08-08,1989.12
1891,Frank,Green,customer220@test.com,2023-08-09,2256.02
1687,Grace,Green,customer221@test.com,2023-08-10,2264.07
1618,Frank,Gray,customer222@test.com,2023-08-11,1737.89
1612,Eve,Black,customer223@test.com,2023-08-12,2714.04
1259,Eve,Green,customer224@test.com,2023-08-13,2454.05
1989,Heidi,Green,customer225@test.com,2023-08-14,2273.57
1965,Grace,Green,customer226@test.com,2023-08-15,176.26
1365,Eve,Black,customer227@test.com,2023-08-16,30.57
1757,Heidi,Black,customer228@test.com,2023-08-17,645.22
1786,Grace,Gray,customer229@test.com,2023-08-18,1993.94
1543,Frank,Black,customer230@test.com,2023-08-19,1239.48
1648,Grace,Black,customer231@test.com,2023-08-20,1213.19
1523,Grace,White,customer232@test.com,2023-08-21,2654.91
1906,Eve,Gray,customer233@test.com,2023-08-22,2687.73
1813,Eve,Green,customer234@test.com,2023-08-23,2728.43
1886,Grace,Black,customer235@test.com,2023-08-24,948.5
1015,Eve,Green,customer236@test.com,2023-08-25,2076.26
1128,Eve,Green,customer237@test.com,2023-08-26,822.18
1574,Eve,White,customer238@test.com,2023-08-27,579.92
1108,Heidi,Black,customer239@test.com,2023-08-28,562.05
1886,Heidi,Gray,customer240@test.com,2023-08-29,1032.9
1532,Grace,Black,customer241@test.com,2023-08-30,1295.57
1669,Eve,Green,customer242@test.com,2023-08-31,2494.54
1268,Heidi,Gray,customer243@test.com,2023-09-01,368.47
1161,Grace,Black,customer244@test.com,2023-09-02,2207.43
1259,Eve,Green,customer245@test.com,2023-09-03,1599.05
1923,Frank,Green,customer246@test.com,2023-09-04,870.96
1101,Eve,White,customer247@test.com,2023-09-05,1483.53
1505,Eve,White,customer248@test.com,2023-09-06,906.83
1734,Heidi,White,customer249@test.com,2023-09-07,1792.29
1570,Grace,Green,customer250@test.com,2023-09-08,1307.19
1246,Grace,Black,customer251@test.com,2023-09-09,501.57
1639,Heidi,White,customer252@test.com,2023-09-10,358.58
1794,Eve,Black,customer253@test.com,2023-09-11,1644.62
1836,Frank,White,customer254@test.com,2023-09-12,2708.21
1536,Eve,Gray,customer255@test.com,2023-09-13,1038.43
1130,Eve,Gray,customer256@test.com,2023-09-14,2201.67
1352,Frank,White,customer257@test.com,2023-09-15,1979.4
1195,Heidi,Green,customer258@test.com,2023-09-16,2795.35
1792,Grace,White,customer259@test.com,2023-09-17,2464.73
1915,Heidi,White,customer260@test.com,2023-09-18,1704.15
1929,Heidi,Green,customer261@test.com,2023-09-19,1974.52
1665,Eve,Gray,customer262@test.com,2023-09-20,2696.18
1381,Grace,Black,customer263@test.com,2023-09-21,1204.56
1644,Grace,White,customer264@test.com,2023-09-22,987.12
1226,Heidi,Green,customer265@test.com,2023-09-23,42.33
1700,Frank,White,customer266@test.com,2023-09-24,2481.39
1475,Heidi,Green,customer267@test.com,2023-09-25,2404.93
1476,Frank,Black,customer268@test.com,2023-09-26,322.32
1264,Grace,Black,customer269@test.com,2023-09-27,1734.8
1371,Heidi,Gray,customer270@test.com,2023-09-28,1397.31
1485,Eve,Green,customer271@test.com,2023-09-29,364.94
1433,Heidi,Green,customer272@test.com,2023-09-30,2941.9
1645,Grace,Gray,customer273@test.com,2023-10-01,651.94
1210,Eve,Gray,customer274@test.com,2023-10-02,211.03
1571,Eve,Green,customer275@test.com,2023-10-03,1788.59
1939,Frank,Gray,customer276@test.com,2023-10-04,2219.21
1376,Eve,Black,customer277@test.com,2023-10-05,107.01
1394,Eve,White,customer278@test.com,2023-10-06,1979.57
1449,Heidi,Black,customer279@test.com,2023-10-07,1601.55
1942,Grace,Gray,customer280@test.com,2023-10-08,318.76
1363,Frank,Green,customer281@test.com,2023-10-09,525.85
1875,Heidi,Green,customer282@test.com,2023-10-10,1708.24
1456,Eve,Black,customer283@test.com,2023-10-11,896.11
1724,Eve,Green,customer284@test.com,2023-10-12,2815.56
1727,Frank,Gray,customer285@test.com,2023-10-13,2458.03
1225,Grace,Black,customer286@test.com,2023-10-14,2950.87
1981,Frank,Green,customer287@test.com,2023-10-15,786.42
1130,Heidi,White,customer288@test.com,2023-10-16,2909.47
1587,Frank,White,customer289@test.com,2023-10-17,1299.39
1475,Eve,Gray,customer290@test.com,2023-10-18,1049.08
1797,Heidi,Green,customer291@test.com,2023-10-19,160.55
1985,Eve,Gray,customer292@test.com,2023-10-20,167.77
1276,Grace,Black,customer293@test.com,2023-10-21,2079.11
1155,Eve,White,customer294@test.com,2023-10-22,1379.21
1759,Eve,Black,customer295@test.com,2023-10-23,687.3
1217,Frank,Green,customer296@test.com,2023-10-24,1845.77
1189,Eve,Gray,customer297@test.com,2023-10-25,766.05
1416,Heidi,Gray,customer298@test.com,2023-10-26,1737.12
1980,Heidi,Gray,customer299@test.com,2023-10-27,1084.03
1674,Grace,Black,customer300@test.com,2023-10-28,2472.42
1691,Heidi,White,customer301@test.com,2023-10-29,2463.88
1545,Frank,Black,customer302@test.com,2023-10-30,1437.28
1040,Grace,Black,customer303@test.com,2023-10-31,1058.95
1306,Heidi,Green,customer304@test.com,2023-11-01,1094.05
1942,Frank,Green,customer305@test.com,2023-11-02,2419.09
1337,Heidi,Green,customer306@test.com,2023-11-03,991.26
1313,Heidi,White,customer307@test.com,2023-11-04,635.09
1074,Eve,White,customer308@test.com,2023-11-05,263.22
1952,Heidi,Green,customer309@test.com,2023-11-06,1405.41
1278,Heidi,Green,customer310@test.com,2023-11-07,1451.57
1175,Frank,White,customer311@test.com,2023-11-08,2524.32
1895,Frank,Gray,customer312@test.com,2023-11-09,671.5
1661,Eve,White,customer313@test.com,2023-11-10,1149.16
1272,Heidi,White,customer314@test.com,2023-11-11,2427.13
1836,Eve,White,customer315@test.com,2023-11-12,2472.63
1619,Heidi,Green,customer316@test.com,2023-11-13,1159.99
1650,Grace,Gray,customer317@test.com,2023-11-14,1382.78
1861,Grace,White,customer318@test.com,2023-11-15,916.82
1782,Eve,Green,customer319@test.com,2023-11-16,2798.34
1858,Eve,Black,customer320@test.com,2023-11-17,364.74
1930,Eve,Black,customer321@test.com,2023-11-18,2801.91
1288,Frank,White,customer322@test.com,2023-11-19,2054.76
1723,Frank,Black,customer323@test.com,2023-11-20,1599.4
1892,Frank,Gray,customer324@test.com,2023-11-21,107.65
1271,Eve,Black,customer325@test.com,2023-11-22,1432.03
1929,Heidi,Black,customer326@test.com,2023-11-23,1229.17
1065,Grace,Gray,customer327@test.com,2023-11-24,492.04
1482,Eve,White,customer328@test.com,2023-11-25,1972.66
1935,Frank,White,customer329@test.com,2023-11-26,2913.74
1247,Frank,Gray,customer330@test.com,2023-11-27,1690.94
1155,Eve,Gray,customer331@test.com,2023-11-28,2147.11
1046,Eve,Gray,customer332@test.com,2023-11-29,214.67
1934,Frank,Black,customer333@test.com,2023-11-30,1258.82
1453,Heidi,Gray,customer334@test.com,2023-12-01,357.91
1200,Frank,Green,customer335@test.com,2023-12-02,1842.26
1659,Frank,Black,customer336@test.com,2023-12-03,2816.06
1123,Eve,White,customer337@test.com,2023-12-04,1988.72
1000,Heidi,White,customer338@test.com,2023-12-05,239.64
1967,Frank,White,customer339@test.com,2023-12-06,1070.45
1758,Frank,Black,customer340@test.com,2023-12-07,1656.48
1854,Grace,Green,customer341@test.com,2023-12-08,1215.59
1639,Eve,Gray,customer342@test.com,2023-12-09,2502.6
1190,Grace,Gray,customer343@test.com,2023-12-10,2445.87
1578,Grace,White,customer344@test.com,2023-12-11,1839.37
1515,Frank,White,customer345@test.com,2023-12-12,1126.64
1441,Eve,Black,customer346@test.com,2023-12-13,773.46
1920,Heidi,Green,customer347@test.com,2023-12-14,326.56
1814,Frank,Gray,customer348@test.com,2023-12-15,1071.14
1805,Heidi,Black,customer349@test.com,2023-12-16,1245.39
1142,Heidi,Gray,customer350@test.com,2023-12-17,2030.71
1190,Eve,White,customer351@test.com,2023-12-18,1977.9
1532,Grace,Gray,customer352@test.com,2023-12-19,219.62
1226,Eve,Green,customer353@test.com,2023-12-20,1191.83
1312,Heidi,Green,customer354@test.com,2023-12-21,553.52
1628,Frank,White,customer355@test.com,2023-12-22,478.87
1948,Heidi,Green,customer356@test.com,2023-12-23,2483.63
1301,Frank,Green,customer357@test.com,2023-12-24,135.33
1653,Frank,Black,customer358@test.com,2023-12-25,1263.36
1995,Eve,Gray,customer359@test.com,2023-12-26,512.93
1459,Heidi,White,customer360@test.com,2023-12-27,2639.2
1400,Grace,White,customer361@test.com,2023-12-28,1675.55
1550,Heidi,White,customer362@test.com,2023-12-29,701.83
1392,Heidi,White,customer363@test.com,2023-12-30,1512.26
1866,Grace,White,customer364@test.com,2023-12-31,2197.14
1763,Eve,Green,customer365@test.com,2024-01-01,2874.77
1844,Heidi,Black,customer366@test.com,2024-01-02,669.13
1206,Heidi,White,customer367@test.com,2024-01-03,2659.68
1209,Frank,Black,customer368@test.com,2024-01-04,2803.57
1114,Heidi,Black,customer369@test.com,2024-01-05,2750.1
1736,Grace,Green,customer370@test.com,2024-01-06,1909.89
1645,Frank,White,customer371@test.com,2024-01-07,1893.16
1250,Eve,Green,customer372@test.com,2024-01-08,1215.6
1218,Frank,White,customer373@test.com,2024-01-09,2259.67
1406,Grace,Green,customer374@test.com,2024-01-10,1598.57
1442,Grace,Black,customer375@test.com,2024-01-11,2035.54
1602,Frank,White,customer376@test.com,2024-01-12,1291.09
1353,Eve,Gray,customer377@test.com,2024-01-13,2197.17
1887,Frank,Black,customer378@test.com,2024-01-14,2475.17
1557,Eve,Gray,customer379@test.com,2024-01-15,447.84
1549,Frank,Black,customer380@test.com,2024-01-16,2500.46
1141,Grace,Green,customer381@test.com,2024-01-17,1625.49
1611,Heidi,White,customer382@test.com,2024-01-18,2535.55
1500,Heidi,Black,customer383@test.com,2024-01-19,1299.59
1839,Eve,Green,customer384@test.com,2024-01-20,1143.33
1701,Eve,White,customer385@test.com,2024-01-21,2746.03
1546,Eve,White,customer386@test.com,2024-01-22,761.0
1658,Grace,Black,customer387@test.com,2024-01-23,2534.19
1541,Frank,White,customer388@test.com,2024-01-24,1457.22
1845,Grace,Black,customer389@test.com,2024-01-25,1547.15
1506,Heidi,White,customer390@test.com,2024-01-26,932.32
1595,Eve,Gray,customer391@test.com,2024-01-27,1723.4
1880,Frank,Green,customer392@test.com,2024-01-28,982.38
1280,Heidi,Gray,customer393@test.com,2024-01-29,127.42
1423,Heidi,Black,customer394@test.com,2024-01-30,823.28
1855,Heidi,Gray,customer395@test.com,2024-01-31,29.07
1269,Grace,Black,customer396@test.com,2024-02-01,2935.28
1153,Eve,White,customer397@test.com,2024-02-02,2897.58
1613,Heidi,White,customer398@test.com,2024-02-03,1191.51
1726,Eve,Black,customer399@test.com,2024-02-04,2187.83
1661,Grace,Gray,customer400@test.com,2024-02-05,1043.96
1943,Heidi,White,customer401@test.com,2024-02-06,2016.57
1082,Grace,Green,customer402@test.com,2024-02-07,2418.24
1621,Grace,White,customer403@test.com,2024-02-08,2840.8
1946,Eve,Green,customer404@test.com,2024-02-09,1206.63
1898,Heidi,Gray,customer405@test.com,2024-02-10,2352.06
1425,Grace,Green,customer406@test.com,2024-02-11,805.13
1274,Heidi,Green,customer407@test.com,2024-02-12,2971.09
1712,Eve,Green,customer408@test.com,2024-02-13,87.05
1283,Grace,Green,customer409@test.com,2024-02-14,1814.55
1979,Eve,White,customer410@test.com,2024-02-15,1981.92
1172,Heidi,Green,customer411@test.com,2024-02-16,2067.26
1326,Heidi,White,customer412@test.com,2024-02-17,369.96
1717,Eve,Green,customer413@test.com,2024-02-18,2816.2
1062,Frank,Black,customer414@test.com,2024-02-19,551.74
1072,Grace,Gray,customer415@test.com,2024-02-20,1872.03
1762,Heidi,Green,customer416@test.com,2024-02-21,675.8
1635,Heidi,Black,customer417@test.com,2024-02-22,928.58
1374,Grace,Green,customer418@test.com,2024-02-23,1643.91
1632,Eve,Green,customer419@test.com,2024-02-24,1257.41
1507,Eve,Green,customer420@test.com,2024-02-25,489.07
1786,Eve,Black,customer421@test.com,2024-02-26,521.1
1942,Frank,Gray,customer422@test.com,2024-02-27,1260.25
1397,Frank,Black,customer423@test.com,2024-02-28,2274.28
1119,Heidi,Gray,customer424@test.com,2024-02-29,2694.91
1933,Eve,Green,customer425@test.com,2024-03-01,261.54
1436,Grace,White,customer426@test.com,2024-03-02,1185.38
1828,Heidi,Green,customer427@test.com,2024-03-03,309.73
1675,Grace,Gray,customer428@test.com,2024-03-04,59.61
1935,Heidi,Black,customer429@test.com,2024-03-05,1988.54
1464,Frank,Green,customer430@test.com,2024-03-06,1811.32
1285,Heidi,Black,customer431@test.com,2024-03-07,497.43
1264,Frank,Black,customer432@test.com,2024-03-08,709.1
1319,Heidi,Black,customer433@test.com,2024-03-09,80.89
1672,Eve,Green,customer434@test.com,2024-03-10,2506.49
1375,Grace,Black,customer435@test.com,2024-03-11,2924.32
1819,Eve,Black,customer436@test.com,2024-03-12,415.02
1088,Heidi,Green,customer437@test.com,2024-03-13,702.11
1653,Heidi,Black,customer438@test.com,2024-03-14,2606.54
1202,Heidi,Green,customer439@test.com,2024-03-15,2780.13
1820,Frank,Gray,customer440@test.com,2024-03-16,1264.69
1738,Grace,Gray,customer441@test.com,2024-03-17,161.36
1954,Grace,Gray,customer442@test.com,2024-03-18,127.78
1333,Heidi,Black,customer443@test.com,2024-03-19,1726.11
1221,Heidi,White,customer444@test.com,2024-03-20,1184.76
1040,Frank,White,customer445@test.com,2024-03-21,95.67
1707,Eve,Black,customer446@test.com,2024-03-22,1753.92
1067,Eve,White,customer447@test.com,2024-03-23,43.79
1987,Grace,Green,customer448@test.com,2024-03-24,2364.24
1775,Frank,White,customer449@test.com,2024-03-25,926.23
1513,Heidi,Black,customer450@test.com,2024-03-26,130.37
1872,Grace,Black,customer451@test.com,2024-03-27,1769.17
1636,Frank,Green,customer452@test.com,2024-03-28,1199.08
1621,Eve,Gray,customer453@test.com,2024-03-29,2921.66
1597,Frank,Black,customer454@test.com,2024-03-30,1637.15
1936,Eve,Green,customer455@test.com,2024-03-31,832.97
1631,Frank,White,customer456@test.com,2024-04-01,2131.22
1126,Grace,White,customer457@test.com,2024-04-02,821.76
1254,Eve,Green,customer458@test.com,2024-04-03,2713.69
1694,Grace,Green,customer459@test.com,2024-04-04,1130.42
1015,Grace,Black,customer460@test.com,2024-04-05,1654.11
1476,Eve,White,customer461@test.com,2024-04-06,161.21
1061,Eve,Green,customer462@test.com,2024-04-07,1284.1
1880,Heidi,White,customer463@test.com,2024-04-08,2498.77
1431,Heidi,Green,customer464@test.com,2024-04-09,2418.89
1669,Heidi,White,customer465@test.com,2024-04-10,680.71
